;;;;;;;;;;;;;;;;;0;0;0;1;1;1;4;5;7;8;9;10;11;16;16;16;16;16;16;16;
;;;;;;;;;;;;;;;;;RECEIVER;RECEIVER;RECEIVER;CURRENT F1678;CURRENT F1678;CURRENT F1678;RPM SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;GPS;GPS;GPS;GPS;GPS;GPS;GPS;
TIME;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;BATTERY;EXTERNAL BATTERY;STATUS;CURRENT;VOLTAGE;CAPACITY;ROTATION;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;DISTANCE;SPEED;ALTITUDE;VARIOMETER;LATITUDE;LONGITUDE;TIME(UTC);
669464;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   242;  1290;  79;  85;  80;  59;  78;  82;     6;    0;    0,0;    0,0;N 58:16.0543;E 12:16.6139;14:08:59;
670476;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   242;  1320;  79;  85;  80;  59;  78;  82;     6;    0;    0,0;    0,0;N 58:16.0543;E 12:16.6139;14:09:00;
671489;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   242;  1308;  78;  84;  80;  59;  78;  82;     6;    0;    0,0;    0,0;N 58:16.0544;E 12:16.6140;14:09:01;
672501;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   242;  1308;  78;  84;  79;  58;  78;  82;     6;    0;    0,0;    0,0;N 58:16.0544;E 12:16.6140;14:09:02;
673513;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   242;  1314;  78;  84;  79;  58;  78;  82;     6;    0;    0,0;    0,0;N 58:16.0544;E 12:16.6139;14:09:03;
674525;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   242;  1320;  77;  84;  79;  58;  78;  82;     6;    0;    0,0;    0,0;N 58:16.0543;E 12:16.6138;14:09:04;
675537;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   242;  1320;  77;  84;  79;  59;  78;  81;     6;    0;    0,0;    0,0;N 58:16.0544;E 12:16.6138;14:09:05;
676548;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   242;  1290;  76;  83;  78;  59;  78;  81;     6;    0;    0,0;    0,0;N 58:16.0543;E 12:16.6136;14:09:07;
677559;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   242;  1320;  76;  83;  78;  59;  78;  80;     6;    0;    0,0;    0,0;N 58:16.0543;E 12:16.6134;14:09:08;
678571;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   242;  1332;  76;  83;  78;  60;  77;  80;     6;    0;    0,0;    0,0;N 58:16.0542;E 12:16.6134;14:09:09;
679583;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   242;  1356;  75;  83;  78;  60;  77;  80;     6;    0;    0,0;    0,0;N 58:16.0542;E 12:16.6134;14:09:09;
680595;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   242;  1326;  75;  82;  78;  60;  77;  80;     6;    0;    0,0;    0,0;N 58:16.0541;E 12:16.6134;14:09:11;
681607;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   242;  1350;  75;  82;  78;  60;  77;  79;     6;    0;    0,0;    0,0;N 58:16.0542;E 12:16.6134;14:09:12;
682619;0,0;0,3;103,3;0,1;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   243;  1338;  74;  82;  77;  60;  77;  79;     6;    0;    1,0;    0,0;N 58:16.0542;E 12:16.6134;14:09:13;
683631;0,0;0,3;97,9;0,1;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   243;  1326;  74;  82;  77;  59;  77;  79;     6;    0;    1,0;    0,0;N 58:16.0542;E 12:16.6134;14:09:14;
684643;0,0;0,3;92,0;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   243;  1386;  74;  81;  77;  59;  77;  78;     6;    0;    1,0;    0,0;N 58:16.0542;E 12:16.6134;14:09:15;
685655;0,0;0,3;92,1;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   243;  1386;  74;  81;  76;  59;  76;  78;     6;    0;    1,0;    0,0;N 58:16.0543;E 12:16.6135;14:09:16;
686669;0,0;0,3;87,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   243;  2352;  73;  81;  76;  59;  76;  77;     6;    0;    1,0;    0,0;N 58:16.0543;E 12:16.6135;14:09:17;
687680;0,0;0,3;87,5;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   243;  2808;  73;  81;  76;  59;  76;  77;     6;    0;    1,0;    0,0;N 58:16.0543;E 12:16.6135;14:09:18;
688691;0,0;0,3;83,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   243;  3750;  73;  81;  75;  58;  76;  76;     6;    0;    1,0;    0,0;N 58:16.0543;E 12:16.6135;14:09:19;
689703;0,0;0,3;79,8;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   243;  4170;  73;  81;  75;  58;  76;  76;     6;    0;    1,0;    0,0;N 58:16.0543;E 12:16.6135;14:09:20;
690716;0,0;0,3;75,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   243;  4050;  74;  81;  75;  57;  75;  76;     6;    0;    1,0;    0,0;N 58:16.0543;E 12:16.6135;14:09:21;
691731;0,0;0,3;71,1;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   243;  3816;  74;  81;  75;  57;  75;  76;     6;    0;    1,0;    0,0;N 58:16.0542;E 12:16.6135;14:09:22;
692746;0,0;0,3;66,8;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   244;  3876;  75;  82;  75;  57;  75;  76;     6;    0;    1,0;    0,0;N 58:16.0542;E 12:16.6135;14:09:23;
693760;0,0;0,3;66,8;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   244;  3876;  75;  82;  76;  56;  75;  77;     6;    0;    1,0;    0,0;N 58:16.0543;E 12:16.6135;14:09:24;
694773;0,0;0,3;62,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   244;  4086;  77;  83;  76;  55;  75;  77;     6;    0;    1,0;    0,0;N 58:16.0543;E 12:16.6135;14:09:25;
695787;0,0;0,3;62,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   244;  4308;  78;  84;  77;  55;  75;  78;     6;    0;    1,0;    0,0;N 58:16.0543;E 12:16.6135;14:09:26;
696803;0,0;0,3;62,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   244;  4332;  79;  85;  77;  55;  75;  78;     6;    0;    1,0;    0,0;N 58:16.0542;E 12:16.6136;14:09:27;
697816;0,0;0,3;57,6;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,8;   244;  4284;  81;  86;  78;  55;  75;  78;     6;    0;    1,0;    0,0;N 58:16.0542;E 12:16.6136;14:09:28;
698829;0,0;0,3;47,5;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   244;  4566;  82;  86;  79;  55;  75;  78;     6;    0;    0,0;    0,0;N 58:16.0543;E 12:16.6136;14:09:29;
699841;0,0;0,3;35,1;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,8;  7,8;   245;  4878;  84;  87;  79;  55;  75;  78;     6;    0;    1,0;    0,0;N 58:16.0543;E 12:16.6136;14:09:30;
700855;0,0;0,3;35,1;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,8;  7,8;   245;  5160;  85;  88;  80;  55;  74;  78;     6;    0;    1,0;    0,0;N 58:16.0543;E 12:16.6136;14:09:31;
701870;0,0;0,3;35,1;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   245;  5298;  87;  89;  81;  56;  74;  78;     6;    0;    1,0;    0,0;N 58:16.0543;E 12:16.6136;14:09:32;
702884;0,0;0,3;28,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   245;  5262;  89;  91;  82;  55;  74;  80;     6;    0;    2,0;    0,0;N 58:16.0543;E 12:16.6137;14:09:33;
703898;0,0;0,3;18,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   245;  5634;  91;  92;  83;  54;  74;  81;     6;    0;    2,0;    0,0;N 58:16.0543;E 12:16.6137;14:09:33;
704911;0,0;0,3;12,1;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   245;  5730;  93;  94;  84;  53;  74;  82;     6;    0;    2,0;    0,0;N 58:16.0543;E 12:16.6137;14:09:33;
705925;0,0;0,3;12,1;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   245;  5952;  96;  96;  85;  52;  75;  84;     6;    0;    2,0;    0,0;N 58:16.0544;E 12:16.6138;14:09:36;
706939;0,0;0,3;2,8;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   245;  5874;  98;  97;  86;  51;  75;  85;     6;    0;    2,0;    0,0;N 58:16.0543;E 12:16.6138;14:09:37;
707953;0,0;0,3;2,8;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   245;  5874;  98;  97;  88;  50;  76;  86;     6;    0;    3,0;    0,0;N 58:16.0542;E 12:16.6139;14:09:38;
708967;0,0;0,3;-34,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   245;  6300; 103; 100;  88;  50;  77;  87;     7;    0;    3,0;    0,0;N 58:16.0542;E 12:16.6139;14:09:39;
709982;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   246;  6450; 105; 102;  89;  50;  78;  88;     7;    0;    2,0;    0,0;N 58:16.0541;E 12:16.6139;14:09:40;
710997;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   246;  6588; 107; 103;  90;  50;  79;  89;     6;    0;    3,0;    0,0;N 58:16.0542;E 12:16.6140;14:09:41;
712018;0,0;0,3;-65,9;-4,8;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,6;  7,8;   246;  6402; 110; 104;  92;  51;  81;  90;     7;    0;    3,0;    0,0;N 58:16.0541;E 12:16.6140;14:09:42;
713032;0,0;0,3;-33,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,6;  7,8;   246;  6114; 112; 106;  93;  52;  82;  92;     7;    0;    2,0;    0,0;N 58:16.0542;E 12:16.6141;14:09:43;
714046;0,0;0,3;83,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   246;  5814; 115; 107;  94;  52;  83;  93;     6;    0;    3,0;    0,0;N 58:16.0542;E 12:16.6142;14:09:44;
715060;0,0;0,3;97,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   246;  1962; 117; 108;  96;  51;  84;  94;     7;    0;    1,0;   -2,0;N 58:16.0542;E 12:16.6144;14:09:45;
716075;0,0;0,3;97,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   246;  1614; 118; 109;  97;  52;  85;  95;     6;    0;    0,0;    0,0;N 58:16.0542;E 12:16.6145;14:09:46;
717088;0,0;0,3;97,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   246;  1380; 119; 110;  98;  53;  86;  96;     6;    0;    0,0;    0,0;N 58:16.0542;E 12:16.6147;14:09:47;
718102;0,0;0,3;97,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   246;  1374; 120; 110;  98;  54;  86;  97;     6;    0;    0,0;    0,0;N 58:16.0541;E 12:16.6148;14:09:48;
719118;0,0;0,3;97,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   246;  1392; 120; 110;  98;  54;  87;  97;     6;    0;    0,0;    0,0;N 58:16.0541;E 12:16.6150;14:09:49;
720131;0,0;0,3;97,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   246;  1440; 120; 110;  98;  54;  87;  97;     6;    0;    0,0;    0,0;N 58:16.0540;E 12:16.6151;14:09:50;
721145;0,0;0,3;97,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   247;  1446; 120; 109;  98;  55;  87;  98;     6;    0;    0,0;    0,0;N 58:16.0539;E 12:16.6152;14:09:51;
722157;0,0;0,3;97,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   247;  1518; 119; 108;  98;  55;  87;  98;     7;    0;    0,0;    0,0;N 58:16.0538;E 12:16.6153;14:09:52;
723171;0,0;0,3;97,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   247;  1536; 118; 108;  97;  54;  87;  98;     7;    0;    0,0;    0,0;N 58:16.0537;E 12:16.6153;14:09:53;
724185;0,0;0,3;97,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   247;  1590; 118; 107;  97;  55;  87;  98;     7;    0;    0,0;    0,0;N 58:16.0537;E 12:16.6155;14:09:54;
725198;0,0;0,3;97,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   247;  1620; 117; 106;  97;  55;  87;  97;     7;    0;    0,0;    0,0;N 58:16.0537;E 12:16.6156;14:09:55;
726210;0,0;0,3;103,3;0,1;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,6;  7,8;   247;  1572; 116; 105;  96;  55;  87;  97;     7;    0;    0,0;    0,0;N 58:16.0536;E 12:16.6157;14:09:56;
727226;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,6;  7,8;   247;  1470; 115; 104;  95;  55;  86;  96;     7;    0;    0,0;    0,0;N 58:16.0536;E 12:16.6157;14:09:57;
728238;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   247;  1482; 114; 103;  95;  55;  86;  95;     7;    0;    0,0;    0,0;N 58:16.0536;E 12:16.6159;14:09:58;
729251;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   247;  1500; 114; 103;  94;  54;  86;  95;     7;    0;    0,0;    0,0;N 58:16.0536;E 12:16.6160;14:09:59;
730263;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,5;  7,8;   247;  1530; 113; 102;  94;  54;  85;  95;     7;    0;    0,0;    0,0;N 58:16.0536;E 12:16.6161;14:10:00;
731279;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   247;  1590; 112; 101;  93;  54;  85;  94;     7;    0;    0,0;    0,0;N 58:16.0536;E 12:16.6162;14:10:01;
732292;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,6;  7,8;   248;  1536; 111; 101;  92;  53;  85;  94;     7;    0;    0,0;    0,0;N 58:16.0535;E 12:16.6162;14:10:02;
733310;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,6;  7,8;   248;  1590; 110; 100;  92;  53;  85;  94;     7;    0;    0,0;    0,0;N 58:16.0534;E 12:16.6162;14:10:03;
734329;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   248;  1596; 109;  99;  91;  53;  85;  94;     7;    0;    0,0;    0,0;N 58:16.0534;E 12:16.6164;14:10:05;
735341;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   248;  1590; 108;  99;  91;  53;  84;  93;     7;    0;   -1,0;    0,0;N 58:16.0533;E 12:16.6165;14:10:06;
736363;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   248;  1608; 107;  98;  90;  53;  84;  92;     8;    0;    0,0;    0,0;N 58:16.0532;E 12:16.6166;14:10:07;
737377;0,0;0,3;103,3;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   248;  1608; 107;  98;  90;  53;  84;  92;     8;    0;    0,0;    0,0;N 58:16.0531;E 12:16.6166;14:10:08;
738389;0,0;0,3;89,6;-2,8;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   248;  1608; 107;  98;  90;  53;  83;  92;     8;    0;   -1,0;    0,0;N 58:16.0531;E 12:16.6167;14:10:09;
739401;0,0;0,3;60,9;0,1;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,6;  7,8;   248;  1542; 105;  97;  89;  53;  83;  91;     8;    0;    0,0;    0,0;N 58:16.0531;E 12:16.6166;14:10:10;
740413;0,0;0,3;40,2;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   248;  4500; 104;  97;  89;  53;  83;  91;     8;    0;    1,0;   +1,0;N 58:16.0531;E 12:16.6166;14:10:11;
741425;0,0;0,3;34,4;0,4;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,8;  7,8;   248;  4938; 103;  96;  89;  53;  82;  91;     8;    0;    1,0;    0,0;N 58:16.0530;E 12:16.6165;14:10:12;
742437;0,0;0,3;34,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,7;  7,8;   248;  5316; 103;  96;  89;  53;  82;  90;     8;    0;    1,0;    0,0;N 58:16.0529;E 12:16.6164;14:10:13;
743448;0,0;0,3;34,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   249;  5268; 103;  96;  89;  53;  82;  90;     8;    0;    1,0;    0,0;N 58:16.0528;E 12:16.6164;14:10:14;
744459;0,0;0,3;34,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   249;  5310; 104;  97;  89;  53;  82;  91;     8;    0;    1,0;    0,0;N 58:16.0528;E 12:16.6163;14:10:15;
745471;0,0;0,3;34,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   249;  5310; 105;  98;  90;  53;  82;  90;     8;    0;    2,0;    0,0;N 58:16.0528;E 12:16.6162;14:10:16;
746483;0,0;0,3;34,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   249;  5358; 106; 100;  91;  54;  82;  91;     9;    0;    2,0;    0,0;N 58:16.0528;E 12:16.6162;14:10:17;
747495;0,0;0,3;103,3;-1,5;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   249;  5406; 108; 101;  92;  54;  83;  91;     8;    0;    2,0;    0,0;N 58:16.0529;E 12:16.6161;14:10:18;
748507;0,0;0,3;-65,9;5,4;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,8;  7,8;   249;  4008; 109; 102;  93;  54;  83;  92;     8;    0;    1,0;   -1,0;N 58:16.0529;E 12:16.6159;14:10:19;
749519;0,0;0,3;15,6;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,6;  7,8;   249;  6162; 110; 104;  94;  54;  83;  93;     8;    0;    2,0;   +1,0;N 58:16.0530;E 12:16.6159;14:10:20;
750537;0,0;0,3;-65,9;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,6;  7,8;   249;  6504; 112; 105;  95;  54;  83;  93;     8;    0;    0,0;   -2,0;N 58:16.0529;E 12:16.6159;14:10:21;
751553;0,0;0,3;53,0;0,1;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   249;  4560; 113; 106;  96;  54;  84;  95;     8;    0;    1,0;    0,0;N 58:16.0529;E 12:16.6160;14:10:22;
752565;0,0;0,3;74,7;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,7;  7,8;   249;  2394; 114; 107;  97;  54;  84;  95;     8;    0;    0,0;    0,0;N 58:16.0529;E 12:16.6162;14:10:23;
753577;0,0;0,3;66,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,7;  7,8;   250;  6312; 116; 108;  98;  53;  84;  96;     8;    0;    2,0;   +2,0;N 58:16.0529;E 12:16.6162;14:10:24;
754590;0,0;0,3;66,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,7;  0,0;3;   0,9;  7,8;   250;  3930; 117; 109;  98;  52;  84;  96;     8;    0;    2,0;   +2,0;N 58:16.0529;E 12:16.6162;14:10:24;
755601;0,0;0,3;66,4;0,0;100,0;0,0;0,3;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;-100,0;  7,8;  0,0;3;   0,9;  7,7;   250;  4032; 117; 109;  99;  52;  84;  95;     8;    0;    2,0;    0,0;N 58:16.0529;E 12:16.6161;14:10:25;
